EXAMPLE_ID,RANK_1,RANK_2,RANK_3,RANK_4,RANK_5
valid_0542,OPEN PAD WINDOW,PAD WINDOW LITHO,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,THERMAL OXIDATION
valid_0543,MEASURE VIA CD,DEPOSIT BARRIER METAL,CLEAN AFTER VIA ETCH,DEPOSIT TUNGSTEN SEED,IMPLANT SOURCE REGION
valid_0544,OPEN PAD WINDOW,PAD WINDOW LITHO,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,THERMAL OXIDATION
valid_0545,DEPOSIT BARRIER METAL,MEASURE VIA CD,DEPOSIT TUNGSTEN SEED,FILL VIA TUNGSTEN,DEPOSIT METAL SEED
valid_0546,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW,PAD WINDOW LITHO,PASSIVATION ETCH,POST EXPOSE BAKE
valid_0547,CLEAN AFTER VIA ETCH,MEASURE VIA CD,STRIP RESIST,CLEAN AFTER FIELD ETCH,DEPOSIT BARRIER METAL
valid_0548,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW,PAD WINDOW LITHO,PASSIVATION ETCH,POST EXPOSE BAKE
valid_0549,DEPOSIT TUNGSTEN SEED,DEPOSIT METAL SEED,FILL VIA TUNGSTEN,DEPOSIT BARRIER METAL,MEASURE VIA CD
valid_0550,PASSIVATION ETCH PAD OPENING,STRIP RESIST,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,CLEAN PAD OPENING
valid_0551,CLEAN AFTER VIA ETCH,MEASURE VIA CD,STRIP RESIST,CLEAN AFTER FIELD ETCH,DEPOSIT BARRIER METAL
valid_0552,PAD WINDOW LITHO,OPEN PAD WINDOW,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,THERMAL OXIDATION
valid_0553,MEASURE VIA CD,DEPOSIT BARRIER METAL,CLEAN AFTER VIA ETCH,DEPOSIT TUNGSTEN SEED,IMPLANT SOURCE REGION
valid_0554,OPEN PAD WINDOW LITHO,OPEN PAD WINDOW,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,THERMAL OXIDATION
valid_0555,VIA ETCH THROUGH DIELECTRIC,HARD BAKE,STRIP RESIST,FIELD OXIDE ETCH,VIA INSPECTION
valid_0556,OPEN PAD WINDOW,PAD WINDOW LITHO,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,DEVELOP PAD WINDOW
valid_0557,MEASURE VIA CD,DEPOSIT BARRIER METAL,CLEAN AFTER VIA ETCH,DEPOSIT TUNGSTEN SEED,IMPLANT SOURCE REGION
valid_0558,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW,PAD WINDOW LITHO,PASSIVATION ETCH,POST EXPOSE BAKE
valid_0559,MEASURE VIA CD,DEPOSIT BARRIER METAL,CLEAN AFTER VIA ETCH,DEPOSIT TUNGSTEN SEED,IMPLANT SOURCE REGION
valid_0560,PAD WINDOW LITHO,OPEN PAD WINDOW,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,THERMAL OXIDATION
valid_0561,STRIP PHOTORESIST,VIA ETCH,HARD BAKE,CLEAN AFTER VIA ETCH,FIELD OXIDE ETCH
valid_0562,OPEN BOND PAD WINDOW,PAD WINDOW LITHO,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,THERMAL OXIDATION
valid_0563,CLEAN AFTER VIA ETCH,MEASURE VIA CD,STRIP RESIST,CLEAN AFTER FIELD ETCH,DEPOSIT BARRIER METAL
valid_0564,OPEN PAD WINDOW,PAD WINDOW LITHO,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,THERMAL OXIDATION
valid_0565,STRIP RESIST,VIA ETCH,HARD BAKE,CLEAN AFTER VIA ETCH,FIELD OXIDE ETCH
valid_0566,OPEN PAD WINDOW,PAD WINDOW LITHO,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,THERMAL OXIDATION
valid_0567,MEASURE VIA CD,DEPOSIT BARRIER METAL,CLEAN AFTER VIA ETCH,DEPOSIT TUNGSTEN SEED,IMPLANT SOURCE REGION
valid_0568,OPEN PAD WINDOW LITHO,OPEN PAD WINDOW,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,THERMAL OXIDATION
valid_0569,STRIP PHOTORESIST,VIA ETCH,HARD BAKE,CLEAN AFTER VIA ETCH,FIELD OXIDE ETCH
valid_0570,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW,PAD WINDOW LITHO,PASSIVATION ETCH,POST EXPOSE BAKE
valid_0571,STRIP PHOTORESIST,VIA ETCH,CLEAN AFTER VIA ETCH,HARD BAKE,FIELD OXIDE ETCH
valid_0572,OPEN PAD WINDOW,PAD WINDOW LITHO,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,THERMAL OXIDATION
valid_0573,CLEAN AFTER VIA ETCH,MEASURE VIA CD,STRIP RESIST,CLEAN AFTER FIELD ETCH,DEPOSIT BARRIER METAL
valid_0574,OPEN PAD WINDOW,PAD WINDOW LITHO,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,THERMAL OXIDATION
valid_0575,MEASURE VIA CD,DEPOSIT BARRIER METAL,CLEAN AFTER VIA ETCH,DEPOSIT TUNGSTEN SEED,IMPLANT SOURCE REGION
valid_0576,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW,PAD WINDOW LITHO,PASSIVATION ETCH,POST EXPOSE BAKE
valid_0577,CLEAN AFTER VIA ETCH,MEASURE VIA CD,STRIP RESIST,CLEAN AFTER FIELD ETCH,DEPOSIT BARRIER METAL
valid_0578,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW,PAD WINDOW LITHO,PASSIVATION ETCH,POST EXPOSE BAKE
valid_0579,STRIP PHOTORESIST,VIA ETCH,HARD BAKE,CLEAN AFTER VIA ETCH,FIELD OXIDE ETCH
valid_0580,PAD WINDOW LITHO,OPEN PAD WINDOW,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,THERMAL OXIDATION
valid_0581,CLEAN AFTER VIA ETCH,MEASURE VIA CD,STRIP RESIST,CLEAN AFTER FIELD ETCH,DEPOSIT BARRIER METAL
valid_0582,OPEN PAD WINDOW LITHO,OPEN PAD WINDOW,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,THERMAL OXIDATION
valid_0583,VIA ETCH THROUGH DIELECTRIC,HARD BAKE,STRIP RESIST,FIELD OXIDE ETCH,METAL ETCH DRY
valid_0584,OPEN PAD WINDOW,PAD WINDOW LITHO,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,THERMAL OXIDATION
valid_0585,STRIP PHOTORESIST,VIA ETCH,HARD BAKE,CLEAN AFTER VIA ETCH,FIELD OXIDE ETCH
valid_0586,PAD WINDOW LITHO,OPEN PAD WINDOW,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,THERMAL OXIDATION
valid_0587,STRIP PHOTORESIST,VIA ETCH,HARD BAKE,CLEAN AFTER VIA ETCH,FIELD OXIDE ETCH
valid_0588,OPEN BOND PAD WINDOW,PAD WINDOW LITHO,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,THERMAL OXIDATION
valid_0589,DEVELOP PHOTORESIST,POST EXPOSE BAKE,VIA OPENING INSPECTION,VIA INSPECTION,EXPOSE LITHO LEVEL 3
valid_0590,CURE PASSIVATION,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS
valid_0591,STRIP PHOTORESIST,VIA ETCH,HARD BAKE,CLEAN AFTER VIA ETCH,FIELD OXIDE ETCH
valid_0592,OPEN BOND PAD WINDOW,PAD WINDOW LITHO,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,THERMAL OXIDATION
valid_0593,STRIP PHOTORESIST,VIA ETCH,HARD BAKE,CLEAN AFTER VIA ETCH,FIELD OXIDE ETCH
valid_0594,OPEN PAD WINDOW LITHO,OPEN PAD WINDOW,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,THERMAL OXIDATION
valid_0595,CLEAN AFTER VIA ETCH,MEASURE VIA CD,CLEAN AFTER FIELD ETCH,STRIP RESIST,DEPOSIT BARRIER METAL
valid_0596,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW,PAD WINDOW LITHO,PASSIVATION ETCH,POST EXPOSE BAKE
valid_0597,CLEAN AFTER VIA ETCH,MEASURE VIA CD,STRIP RESIST,CLEAN AFTER FIELD ETCH,DEPOSIT BARRIER METAL
valid_0598,OPEN BOND PAD WINDOW,PAD WINDOW LITHO,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,THERMAL OXIDATION
valid_0599,CLEAN AFTER VIA ETCH,MEASURE VIA CD,STRIP RESIST,CLEAN AFTER FIELD ETCH,DEPOSIT BARRIER METAL
valid_0600,OPEN PAD WINDOW LITHO,OPEN PAD WINDOW,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,THERMAL OXIDATION
