EXAMPLE_ID,FAMILY,CUT,TRUTH,naive_top1,naive_correct,trigram_top1,trigram_correct,raw_lstm_top1,raw_lstm_correct,gpt_top1,gpt_correct,dual_ensemble_top1,dual_ensemble_correct,ensemble3_top1,ensemble3_correct,ensemble_plain_top1,ensemble_plain_correct,trigram_top5,raw_lstm_top5,dual_ensemble_top5,ensemble3_top5,ensemble_plain_top5
val_0213_f60,ic,60,STRIP RESIST,DEVELOP PHOTORESIST,0,STRIP PHOTORESIST,0,STRIP RESIST,1,STRIP RESIST,1,STRIP RESIST,1,STRIP PHOTORESIST,0,STRIP PHOTORESIST,0,STRIP PHOTORESIST|STRIP RESIST|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE,STRIP RESIST|STRIP PHOTORESIST|STRIP RESIST LEVEL 2|VIA ETCH|DIELECTRIC ETCH VIA,STRIP RESIST|STRIP PHOTORESIST|STRIP RESIST LEVEL 2|VIA ETCH|DIELECTRIC ETCH VIA,STRIP PHOTORESIST|CLEAN AFTER VIA ETCH|VIA ETCH|ETCH WET BACKSIDE|EXPOSE LITHO LEVEL 3,STRIP PHOTORESIST|VIA ETCH|CLEAN AFTER VIA ETCH|HARD BAKE|METAL ETCH DRY
val_0213_f80,ic,80,OPEN PAD WINDOW,DEVELOP PHOTORESIST,0,OPEN PAD WINDOW,1,OPEN PAD WINDOW,1,OPEN BOND PAD WINDOW,0,OPEN PAD WINDOW,1,OPEN PAD WINDOW,1,OPEN PAD WINDOW,1,OPEN PAD WINDOW|OPEN BOND PAD WINDOW|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE,OPEN PAD WINDOW|OPEN BOND PAD WINDOW|MEASURE PASSIVATION QUALITY|MEASURE PASSIVATION THICKNESS|OPEN PAD WINDOW LITHO,OPEN PAD WINDOW|OPEN BOND PAD WINDOW|OPEN PAD WINDOW LITHO|PAD WINDOW LITHO|MEASURE PASSIVATION QUALITY,OPEN PAD WINDOW|PAD WINDOW LITHO|MEASURE PASSIVATION THICKNESS|MEASURE PASSIVATION QUALITY|METAL ETCH DRY,OPEN PAD WINDOW|PAD WINDOW LITHO|MEASURE PASSIVATION QUALITY|MEASURE PASSIVATION THICKNESS|DEVELOP PAD WINDOW
val_0214_f60,igbt,60,MEASURE PLANARITY,DEVELOP PHOTORESIST,0,MEASURE SURFACE PLANARITY,0,MEASURE PLANARITY,1,MEASURE SURFACE PLANARITY,0,MEASURE PLANARITY,1,MEASURE SURFACE PLANARITY,0,MEASURE SURFACE PLANARITY,0,MEASURE SURFACE PLANARITY|MEASURE PLANARITY|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE,MEASURE PLANARITY|MEASURE SURFACE PLANARITY|SPIN COAT PHOTORESIST|CMP DIELECTRIC|CMP INTERLAYER DIELECTRIC,MEASURE PLANARITY|MEASURE SURFACE PLANARITY|SPIN COAT PHOTORESIST|CMP DIELECTRIC|CMP INTERLAYER DIELECTRIC,MEASURE SURFACE PLANARITY|CMP DIELECTRIC|EPITAXIAL DEPOSITION|DEPOSIT POLYSILICON|MEASURE DEVICE PARAMETER,MEASURE SURFACE PLANARITY|CMP DIELECTRIC|SPIN COAT PHOTORESIST|MEASURE DIELECTRIC THICKNESS|SOFT BAKE
val_0214_f80,igbt,80,CURE PASSIVATION,DEVELOP PHOTORESIST,0,CURE PASSIVATION,1,CURE PASSIVATION,1,CURE PASSIVATION,1,CURE PASSIVATION,1,CURE PASSIVATION,1,CURE PASSIVATION,1,CURE PASSIVATION|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE|STRIP RESIST,CURE PASSIVATION|DEPOSIT PASSIVATION LAYER|DEPOSIT PASSIVATION|MEASURE PASSIVATION QUALITY|MEASURE PASSIVATION THICKNESS,CURE PASSIVATION|DEPOSIT PASSIVATION LAYER|DEPOSIT PASSIVATION|MEASURE PASSIVATION QUALITY|MEASURE PASSIVATION THICKNESS,CURE PASSIVATION|DEPOSIT PASSIVATION LAYER|DEPOSIT PASSIVATION|MEASURE PASSIVATION QUALITY|MEASURE PASSIVATION THICKNESS,CURE PASSIVATION|DEPOSIT PASSIVATION LAYER|DEPOSIT PASSIVATION|MEASURE PASSIVATION QUALITY|MEASURE PASSIVATION THICKNESS
val_0215_f60,igbt,60,SPIN COAT PHOTORESIST,DEVELOP PHOTORESIST,0,SPIN COAT PHOTORESIST,1,SPIN COAT PHOTORESIST,1,SPIN COAT PHOTORESIST,1,SPIN COAT PHOTORESIST,1,SPIN COAT PHOTORESIST,1,SPIN COAT PHOTORESIST,1,SPIN COAT PHOTORESIST|DEVELOP PHOTORESIST|SOFT BAKE|STRIP RESIST|STRIP PHOTORESIST,SPIN COAT PHOTORESIST|MEASURE POLY THICKNESS|MEASURE METAL THICKNESS|MEASURE PLANARITY|MEASURE FILM THICKNESS,SPIN COAT PHOTORESIST|MEASURE PLANARITY|MEASURE SURFACE PLANARITY|MEASURE POLY THICKNESS|SOFT BAKE,SPIN COAT PHOTORESIST|MEASURE POLY THICKNESS|MEASURE METAL THICKNESS|MEASURE DIELECTRIC THICKNESS|SOFT BAKE,SPIN COAT PHOTORESIST|MEASURE POLY THICKNESS|MEASURE METAL THICKNESS|SOFT BAKE|MEASURE PLANARITY
val_0215_f80,igbt,80,CURE PASSIVATION,DEVELOP PHOTORESIST,0,CURE PASSIVATION,1,CURE PASSIVATION,1,CURE PASSIVATION,1,CURE PASSIVATION,1,CURE PASSIVATION,1,CURE PASSIVATION,1,CURE PASSIVATION|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE|STRIP RESIST,CURE PASSIVATION|DEPOSIT PASSIVATION LAYER|DEPOSIT PASSIVATION|MEASURE PASSIVATION QUALITY|MEASURE PASSIVATION THICKNESS,CURE PASSIVATION|MEASURE PASSIVATION QUALITY|DEPOSIT PASSIVATION LAYER|MEASURE PASSIVATION THICKNESS|DEPOSIT PASSIVATION,CURE PASSIVATION|MEASURE PASSIVATION QUALITY|MEASURE PASSIVATION THICKNESS|DEPOSIT PASSIVATION LAYER|SPIN COAT PHOTORESIST,CURE PASSIVATION|MEASURE PASSIVATION QUALITY|MEASURE PASSIVATION THICKNESS|DEPOSIT PASSIVATION LAYER|DEPOSIT PASSIVATION
val_0216_f60,mosfet,60,STRIP RESIST,DEVELOP PHOTORESIST,0,STRIP PHOTORESIST,0,STRIP RESIST,1,STRIP PHOTORESIST,0,STRIP RESIST,1,STRIP PHOTORESIST,0,STRIP PHOTORESIST,0,STRIP PHOTORESIST|STRIP RESIST|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE,STRIP RESIST|STRIP PHOTORESIST|STRIP RESIST LEVEL 2|VIA ETCH|DIELECTRIC ETCH VIA,STRIP RESIST|STRIP PHOTORESIST|STRIP RESIST LEVEL 2|VIA ETCH|DIELECTRIC ETCH VIA,STRIP PHOTORESIST|CLEAN AFTER VIA ETCH|VIA ETCH|ETCH WET BACKSIDE|PASSIVATION ETCH,STRIP PHOTORESIST|CLEAN AFTER VIA ETCH|VIA ETCH|HARD BAKE|DEPOSIT BARRIER METAL
val_0216_f80,mosfet,80,DEVELOP PHOTORESIST,DEVELOP PHOTORESIST,1,DEVELOP PHOTORESIST,1,DEVELOP PHOTORESIST,1,DEVELOP PAD WINDOW,0,DEVELOP PHOTORESIST,1,DEVELOP PHOTORESIST,1,DEVELOP PHOTORESIST,1,DEVELOP PHOTORESIST|DEVELOP PAD WINDOW|SPIN COAT PHOTORESIST|SOFT BAKE|STRIP RESIST,DEVELOP PHOTORESIST|DEVELOP PAD WINDOW|PAD WINDOW LITHO|OPEN PAD WINDOW LITHO|POST EXPOSE BAKE,DEVELOP PHOTORESIST|DEVELOP PAD WINDOW|PAD WINDOW LITHO|OPEN PAD WINDOW LITHO|PASSIVATION ETCH,DEVELOP PHOTORESIST|DEVELOP PAD WINDOW|POST EXPOSE BAKE|RAPID THERMAL ANNEAL|BACKSIDE ANNEAL,DEVELOP PHOTORESIST|DEVELOP PAD WINDOW|POST EXPOSE BAKE|PAD WINDOW LITHO|PASSIVATION ETCH
val_0217_f60,mosfet,60,MEASURE VIA CD,DEVELOP PHOTORESIST,0,MEASURE VIA CD,1,MEASURE VIA CD,1,MEASURE VIA CD,1,MEASURE VIA CD,1,MEASURE VIA CD,1,MEASURE VIA CD,1,MEASURE VIA CD|DEPOSIT BARRIER METAL|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE,MEASURE VIA CD|DEPOSIT BARRIER METAL|MEASURE LINE WIDTH|DEPOSIT METAL SEED|MEASURE SURFACE UNIFORMITY,MEASURE VIA CD|DEPOSIT BARRIER METAL|CLEAN AFTER VIA ETCH|DEPOSIT METAL SEED|IMPLANT SOURCE REGION,MEASURE VIA CD|DEPOSIT BARRIER METAL|CLEAN AFTER VIA ETCH|MEASURE OPENING CD|SOFT BAKE,MEASURE VIA CD|DEPOSIT BARRIER METAL|CLEAN AFTER VIA ETCH|DEPOSIT METAL SEED|IMPLANT SOURCE REGION
val_0217_f80,mosfet,80,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,0,DEVELOP PHOTORESIST,0,DEVELOP PAD WINDOW,1,DEVELOP PAD WINDOW,1,DEVELOP PAD WINDOW,1,DEVELOP PHOTORESIST,0,DEVELOP PHOTORESIST,0,DEVELOP PHOTORESIST|DEVELOP PAD WINDOW|SPIN COAT PHOTORESIST|SOFT BAKE|STRIP RESIST,DEVELOP PAD WINDOW|DEVELOP PHOTORESIST|PAD WINDOW LITHO|OPEN PAD WINDOW LITHO|POST EXPOSE BAKE,DEVELOP PAD WINDOW|DEVELOP PHOTORESIST|PAD WINDOW LITHO|OPEN PAD WINDOW LITHO|PASSIVATION ETCH,DEVELOP PHOTORESIST|DEVELOP PAD WINDOW|POST EXPOSE BAKE|RAPID THERMAL ANNEAL|BACKSIDE ANNEAL,DEVELOP PHOTORESIST|DEVELOP PAD WINDOW|POST EXPOSE BAKE|PAD WINDOW LITHO|PASSIVATION ETCH
val_0218_f60,ic,60,CLEAN AFTER VIA ETCH,DEVELOP PHOTORESIST,0,CLEAN AFTER VIA ETCH,1,CLEAN AFTER VIA ETCH,1,CLEAN AFTER VIA ETCH,1,CLEAN AFTER VIA ETCH,1,CLEAN AFTER VIA ETCH,1,CLEAN AFTER VIA ETCH,1,CLEAN AFTER VIA ETCH|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE|STRIP RESIST,CLEAN AFTER VIA ETCH|DEPOSIT BARRIER METAL|MEASURE VIA CD|STRIP RESIST|CLEAN AFTER FIELD ETCH,CLEAN AFTER VIA ETCH|MEASURE VIA CD|STRIP RESIST|STRIP PHOTORESIST|CLEAN AFTER FIELD ETCH,CLEAN AFTER VIA ETCH|MEASURE VIA CD|CLEAN AFTER ETCH|CLEAN PAD OPENING|CLEAN AFTER FIELD ETCH,CLEAN AFTER VIA ETCH|MEASURE VIA CD|CLEAN AFTER FIELD ETCH|STRIP RESIST|VIA ETCH
val_0218_f80,ic,80,OPEN PAD WINDOW,DEVELOP PHOTORESIST,0,OPEN PAD WINDOW,1,OPEN PAD WINDOW,1,OPEN BOND PAD WINDOW,0,OPEN PAD WINDOW,1,OPEN PAD WINDOW,1,OPEN PAD WINDOW,1,OPEN PAD WINDOW|OPEN BOND PAD WINDOW|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE,OPEN PAD WINDOW|OPEN BOND PAD WINDOW|MEASURE PASSIVATION QUALITY|MEASURE PASSIVATION THICKNESS|OPEN PAD WINDOW LITHO,OPEN PAD WINDOW|OPEN BOND PAD WINDOW|OPEN PAD WINDOW LITHO|PAD WINDOW LITHO|MEASURE PASSIVATION QUALITY,OPEN PAD WINDOW|PAD WINDOW LITHO|MEASURE PASSIVATION QUALITY|MEASURE PASSIVATION THICKNESS|METAL ETCH DRY,OPEN PAD WINDOW|PAD WINDOW LITHO|MEASURE PASSIVATION QUALITY|MEASURE PASSIVATION THICKNESS|DEVELOP PAD WINDOW
val_0219_f60,igbt,60,CMP INTERLAYER DIELECTRIC,DEVELOP PHOTORESIST,0,CMP DIELECTRIC,0,CMP INTERLAYER DIELECTRIC,1,CMP INTERLAYER DIELECTRIC,1,CMP INTERLAYER DIELECTRIC,1,CMP DIELECTRIC,0,CMP DIELECTRIC,0,CMP DIELECTRIC|CMP INTERLAYER DIELECTRIC|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE,CMP INTERLAYER DIELECTRIC|CMP DIELECTRIC|MEASURE SURFACE PLANARITY|MEASURE FILM THICKNESS|MEASURE PLANARITY,CMP INTERLAYER DIELECTRIC|CMP DIELECTRIC|MEASURE FILM THICKNESS|MEASURE DIELECTRIC THICKNESS|MEASURE SURFACE PLANARITY,CMP DIELECTRIC|MEASURE PLANARITY|MEASURE DIELECTRIC THICKNESS|ALIGN MASK LEVEL 5|EPITAXIAL LAYER PREP,CMP DIELECTRIC|MEASURE DIELECTRIC THICKNESS|MEASURE PLANARITY|DENSIFY OXIDE|DENSIFY DIELECTRIC
val_0219_f80,igbt,80,DEPOSIT PASSIVATION LAYER,DEVELOP PHOTORESIST,0,DEPOSIT PASSIVATION LAYER,1,DEPOSIT PASSIVATION LAYER,1,DEPOSIT PASSIVATION LAYER,1,DEPOSIT PASSIVATION LAYER,1,DEPOSIT PASSIVATION LAYER,1,DEPOSIT PASSIVATION LAYER,1,DEPOSIT PASSIVATION LAYER|DEPOSIT PASSIVATION|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE,DEPOSIT PASSIVATION LAYER|DEPOSIT PASSIVATION|MEASURE LINE WIDTH|MEASURE PASSIVATION THICKNESS|MEASURE PASSIVATION QUALITY,DEPOSIT PASSIVATION LAYER|DEPOSIT PASSIVATION|MEASURE LINE WIDTH|CURE PASSIVATION|MEASURE PASSIVATION QUALITY,DEPOSIT PASSIVATION LAYER|DEPOSIT PASSIVATION|MEASURE LINE WIDTH|CURE PASSIVATION|THERMAL OXIDATION,DEPOSIT PASSIVATION LAYER|DEPOSIT PASSIVATION|MEASURE LINE WIDTH|CURE PASSIVATION|MEASURE PASSIVATION QUALITY
val_0220_f60,igbt,60,MEASURE SURFACE PLANARITY,DEVELOP PHOTORESIST,0,MEASURE SURFACE PLANARITY,1,MEASURE PLANARITY,0,MEASURE SURFACE PLANARITY,1,MEASURE PLANARITY,0,MEASURE SURFACE PLANARITY,1,MEASURE SURFACE PLANARITY,1,MEASURE SURFACE PLANARITY|MEASURE PLANARITY|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE,MEASURE PLANARITY|MEASURE SURFACE PLANARITY|SPIN COAT PHOTORESIST|CMP DIELECTRIC|CMP INTERLAYER DIELECTRIC,MEASURE PLANARITY|MEASURE SURFACE PLANARITY|SPIN COAT PHOTORESIST|CMP DIELECTRIC|CMP INTERLAYER DIELECTRIC,MEASURE SURFACE PLANARITY|CMP DIELECTRIC|EPITAXIAL DEPOSITION|IMPLANT SOURCE REGION|DEPOSIT POLYSILICON,MEASURE SURFACE PLANARITY|CMP DIELECTRIC|SPIN COAT PHOTORESIST|MEASURE DIELECTRIC THICKNESS|SOFT BAKE
val_0220_f80,igbt,80,CURE PASSIVATION,DEVELOP PHOTORESIST,0,CURE PASSIVATION,1,CURE PASSIVATION,1,CURE PASSIVATION,1,CURE PASSIVATION,1,CURE PASSIVATION,1,CURE PASSIVATION,1,CURE PASSIVATION|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE|STRIP RESIST,CURE PASSIVATION|DEPOSIT PASSIVATION LAYER|DEPOSIT PASSIVATION|MEASURE PASSIVATION THICKNESS|MEASURE PASSIVATION QUALITY,CURE PASSIVATION|DEPOSIT PASSIVATION LAYER|MEASURE PASSIVATION QUALITY|MEASURE PASSIVATION THICKNESS|DEPOSIT PASSIVATION,CURE PASSIVATION|MEASURE PASSIVATION QUALITY|MEASURE PASSIVATION THICKNESS|DEPOSIT PASSIVATION LAYER|DEPOSIT PASSIVATION,CURE PASSIVATION|DEPOSIT PASSIVATION LAYER|DEPOSIT PASSIVATION|MEASURE PASSIVATION QUALITY|MEASURE PASSIVATION THICKNESS
val_0221_f60,mosfet,60,CLEAN AFTER VIA ETCH,DEVELOP PHOTORESIST,0,CLEAN AFTER VIA ETCH,1,CLEAN AFTER VIA ETCH,1,CLEAN AFTER VIA ETCH,1,CLEAN AFTER VIA ETCH,1,CLEAN AFTER VIA ETCH,1,CLEAN AFTER VIA ETCH,1,CLEAN AFTER VIA ETCH|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE|STRIP RESIST,CLEAN AFTER VIA ETCH|DEPOSIT BARRIER METAL|STRIP RESIST|MEASURE VIA CD|CLEAN AFTER POLY ETCH,CLEAN AFTER VIA ETCH|MEASURE VIA CD|STRIP RESIST|STRIP PHOTORESIST|DEPOSIT BARRIER METAL,CLEAN AFTER VIA ETCH|MEASURE VIA CD|CLEAN PAD OPENING|CLEAN AFTER POLY ETCH|CLEAN AFTER METAL ETCH,CLEAN AFTER VIA ETCH|MEASURE VIA CD|STRIP RESIST|DEPOSIT BARRIER METAL|CLEAN AFTER FIELD ETCH
val_0221_f80,mosfet,80,STRIP RESIST,DEVELOP PHOTORESIST,0,STRIP RESIST,1,STRIP PHOTORESIST,0,STRIP RESIST,1,STRIP PHOTORESIST,0,STRIP RESIST,1,STRIP RESIST,1,STRIP RESIST|STRIP PHOTORESIST|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE,STRIP PHOTORESIST|STRIP RESIST|STRIP RESIST LEVEL 2|PASSIVATION ETCH|PASSIVATION ETCH PAD OPENING,STRIP PHOTORESIST|STRIP RESIST|STRIP RESIST LEVEL 2|PASSIVATION ETCH|PASSIVATION ETCH PAD OPENING,STRIP RESIST|CLEAN PAD OPENING|HARD BAKE|PASSIVATION ETCH|OXIDE ETCH DRY,STRIP RESIST|CLEAN PAD OPENING|PASSIVATION ETCH|DEVELOP PAD WINDOW|MEASURE PAD OPENING
val_0222_f60,ic,60,STRIP PHOTORESIST,DEVELOP PHOTORESIST,0,STRIP PHOTORESIST,1,STRIP RESIST,0,STRIP RESIST,0,STRIP RESIST,0,STRIP PHOTORESIST,1,STRIP PHOTORESIST,1,STRIP PHOTORESIST|STRIP RESIST|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE,STRIP RESIST|STRIP PHOTORESIST|STRIP RESIST LEVEL 2|VIA ETCH|DIELECTRIC ETCH VIA,STRIP RESIST|STRIP PHOTORESIST|STRIP RESIST LEVEL 2|VIA ETCH|DIELECTRIC ETCH VIA,STRIP PHOTORESIST|CLEAN AFTER VIA ETCH|VIA ETCH|ETCH WET BACKSIDE|EXPOSE LITHO LEVEL 3,STRIP PHOTORESIST|VIA ETCH|CLEAN AFTER VIA ETCH|HARD BAKE|DEPOSIT BARRIER METAL
val_0222_f80,ic,80,OPEN PAD WINDOW LITHO,DEVELOP PHOTORESIST,0,OPEN PAD WINDOW LITHO,1,OPEN PAD WINDOW LITHO,1,PAD WINDOW LITHO,0,OPEN PAD WINDOW LITHO,1,OPEN PAD WINDOW LITHO,1,OPEN PAD WINDOW LITHO,1,OPEN PAD WINDOW LITHO|PAD WINDOW LITHO|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE,OPEN PAD WINDOW LITHO|PAD WINDOW LITHO|OPEN BOND PAD WINDOW|OPEN PAD WINDOW|DEVELOP PHOTORESIST,OPEN PAD WINDOW LITHO|PAD WINDOW LITHO|OPEN BOND PAD WINDOW|OPEN PAD WINDOW|DEVELOP PAD WINDOW,OPEN PAD WINDOW LITHO|DEVELOP PAD WINDOW|DEVELOP PHOTORESIST|OPEN PAD WINDOW|DEPOSIT BACKSIDE PROTECTION,OPEN PAD WINDOW LITHO|OPEN PAD WINDOW|DEVELOP PAD WINDOW|DEVELOP PHOTORESIST|THERMAL OXIDATION
val_0223_f60,ic,60,CLEAN AFTER VIA ETCH,DEVELOP PHOTORESIST,0,CLEAN AFTER VIA ETCH,1,CLEAN AFTER VIA ETCH,1,CLEAN AFTER VIA ETCH,1,CLEAN AFTER VIA ETCH,1,CLEAN AFTER VIA ETCH,1,CLEAN AFTER VIA ETCH,1,CLEAN AFTER VIA ETCH|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE|STRIP RESIST,CLEAN AFTER VIA ETCH|DEPOSIT BARRIER METAL|MEASURE VIA CD|STRIP RESIST|CLEAN AFTER POLY ETCH,CLEAN AFTER VIA ETCH|MEASURE VIA CD|STRIP RESIST|CLEAN AFTER FIELD ETCH|STRIP PHOTORESIST,CLEAN AFTER VIA ETCH|CLEAN AFTER ETCH|MEASURE VIA CD|CLEAN PAD OPENING|CLEAN AFTER POLY ETCH,CLEAN AFTER VIA ETCH|MEASURE VIA CD|CLEAN AFTER FIELD ETCH|STRIP RESIST|DEPOSIT BARRIER METAL
val_0223_f80,ic,80,OPEN PAD WINDOW LITHO,DEVELOP PHOTORESIST,0,OPEN PAD WINDOW LITHO,1,OPEN PAD WINDOW LITHO,1,PAD WINDOW LITHO,0,OPEN PAD WINDOW LITHO,1,OPEN PAD WINDOW LITHO,1,OPEN PAD WINDOW LITHO,1,OPEN PAD WINDOW LITHO|PAD WINDOW LITHO|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE,OPEN PAD WINDOW LITHO|PAD WINDOW LITHO|OPEN PAD WINDOW|OPEN BOND PAD WINDOW|DEVELOP PAD WINDOW,OPEN PAD WINDOW LITHO|PAD WINDOW LITHO|OPEN PAD WINDOW|OPEN BOND PAD WINDOW|DEVELOP PAD WINDOW,OPEN PAD WINDOW LITHO|DEVELOP PAD WINDOW|OPEN PAD WINDOW|DEVELOP PHOTORESIST|DEPOSIT BACKSIDE PROTECTION,OPEN PAD WINDOW LITHO|OPEN PAD WINDOW|DEVELOP PAD WINDOW|DEVELOP PHOTORESIST|THERMAL OXIDATION
val_0224_f60,igbt,60,SOFT BAKE,DEVELOP PHOTORESIST,0,SOFT BAKE,1,SOFT BAKE,1,SOFT BAKE,1,SOFT BAKE,1,SOFT BAKE,1,SOFT BAKE,1,SOFT BAKE|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|STRIP RESIST|STRIP PHOTORESIST,SOFT BAKE|SPIN COAT PHOTORESIST|ALIGN MASK LEVEL 5|HF DIP|MEASURE PLANARITY,SOFT BAKE|ALIGN MASK LEVEL 5|SPIN COAT PHOTORESIST|MEASURE PLANARITY|MEASURE SURFACE PLANARITY,SOFT BAKE|ALIGN MASK LEVEL 5|SPIN COAT PHOTORESIST|BREAKDOWN VOLTAGE TEST|MEASURE VIA CD,SOFT BAKE|SPIN COAT PHOTORESIST|ALIGN MASK LEVEL 5|MEASURE PLANARITY|ALIGN MASK LEVEL 3
val_0224_f80,igbt,80,CURE PASSIVATION,DEVELOP PHOTORESIST,0,CURE PASSIVATION,1,CURE PASSIVATION,1,CURE PASSIVATION,1,CURE PASSIVATION,1,CURE PASSIVATION,1,CURE PASSIVATION,1,CURE PASSIVATION|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE|STRIP RESIST,CURE PASSIVATION|DEPOSIT PASSIVATION LAYER|DEPOSIT PASSIVATION|MEASURE PASSIVATION THICKNESS|MEASURE PASSIVATION QUALITY,CURE PASSIVATION|DEPOSIT PASSIVATION LAYER|MEASURE PASSIVATION QUALITY|DEPOSIT PASSIVATION|MEASURE PASSIVATION THICKNESS,CURE PASSIVATION|MEASURE PASSIVATION QUALITY|MEASURE PASSIVATION THICKNESS|DEPOSIT PASSIVATION LAYER|DEPOSIT PASSIVATION,CURE PASSIVATION|DEPOSIT PASSIVATION LAYER|MEASURE PASSIVATION QUALITY|DEPOSIT PASSIVATION|MEASURE PASSIVATION THICKNESS
val_0225_f60,igbt,60,SOFT BAKE,DEVELOP PHOTORESIST,0,SOFT BAKE,1,SOFT BAKE,1,SOFT BAKE,1,SOFT BAKE,1,SOFT BAKE,1,SOFT BAKE,1,SOFT BAKE|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|STRIP RESIST|STRIP PHOTORESIST,SOFT BAKE|ALIGN MASK LEVEL 5|SPIN COAT PHOTORESIST|HF DIP|MEASURE PLANARITY,SOFT BAKE|ALIGN MASK LEVEL 5|SPIN COAT PHOTORESIST|MEASURE PLANARITY|MEASURE SURFACE PLANARITY,SOFT BAKE|ALIGN MASK LEVEL 5|SPIN COAT PHOTORESIST|BREAKDOWN VOLTAGE TEST|MEASURE VIA CD,SOFT BAKE|SPIN COAT PHOTORESIST|ALIGN MASK LEVEL 5|MEASURE PLANARITY|ALIGN MASK LEVEL 3
val_0225_f80,igbt,80,CURE PASSIVATION,DEVELOP PHOTORESIST,0,CURE PASSIVATION,1,CURE PASSIVATION,1,CURE PASSIVATION,1,CURE PASSIVATION,1,CURE PASSIVATION,1,CURE PASSIVATION,1,CURE PASSIVATION|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE|STRIP RESIST,CURE PASSIVATION|DEPOSIT PASSIVATION LAYER|DEPOSIT PASSIVATION|MEASURE PASSIVATION THICKNESS|MEASURE PASSIVATION QUALITY,CURE PASSIVATION|DEPOSIT PASSIVATION LAYER|MEASURE PASSIVATION QUALITY|MEASURE PASSIVATION THICKNESS|DEPOSIT PASSIVATION,CURE PASSIVATION|MEASURE PASSIVATION QUALITY|MEASURE PASSIVATION THICKNESS|DEPOSIT PASSIVATION LAYER|SPIN COAT PHOTORESIST,CURE PASSIVATION|MEASURE PASSIVATION QUALITY|DEPOSIT PASSIVATION LAYER|MEASURE PASSIVATION THICKNESS|DEPOSIT PASSIVATION
val_0226_f60,igbt,60,ALIGN MASK LEVEL 5,DEVELOP PHOTORESIST,0,ALIGN MASK LEVEL 3,0,ALIGN MASK LEVEL 5,1,ALIGN MASK LEVEL 5,1,ALIGN MASK LEVEL 5,1,ALIGN MASK LEVEL 5,1,ALIGN MASK LEVEL 5,1,ALIGN MASK LEVEL 3|ALIGN MASK LEVEL 5|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE,ALIGN MASK LEVEL 5|EXPOSE LITHO LEVEL 5|ALIGN MASK LEVEL 3|ALIGN MASK LEVEL 1|SOFT BAKE,ALIGN MASK LEVEL 5|EXPOSE LITHO LEVEL 5|ALIGN MASK LEVEL 3|SOFT BAKE|ALIGN MASK LEVEL 4,ALIGN MASK LEVEL 5|ALIGN MASK LEVEL 3|EXPOSE LITHO LEVEL 5|ALIGN MASK LEVEL 6|BACKSIDE GRIND,ALIGN MASK LEVEL 5|ALIGN MASK LEVEL 3|EXPOSE LITHO LEVEL 5|ALIGN MASK LEVEL 4|SOFT BAKE
